feed_rate,depth_of_cut,spindle_speed,tool_condition,energy_sec,roughness_ra,time_s,closeness
0.1036995665718811,0.3356743414293698,10201.169772491436,0.0379701677420229,7.944925328736692,0.4527713022059025,6.696939782890794,0.8869800540628549
