feed_rate,depth_of_cut,spindle_speed,tool_condition,nn_dist_energy,nn_dist_roughness,is_ood_energy,is_ood_roughness,is_ood_any
0.0933084987239055,0.2597181511840282,11315.089297979192,0.053,0.2920674136333399,0.6412438981629107,True,True,True
0.0949214289202818,0.284468889624025,10967.737344263924,0.053,0.25752045034674836,0.6469130183891898,True,True,True
0.0885183350013629,0.2856772660622056,11017.862414166111,0.053,0.23425316675892285,0.6423850632060492,True,True,True
0.0927268061391844,0.317832166098335,10944.972575934717,0.053,0.24564440645985708,0.6346196151997996,True,True,True
0.0919091252549819,0.3357758311678616,11103.07345362641,0.053,0.2613050633089297,0.6173668550887618,True,True,True
0.0914379026514077,0.2700576114437666,11033.58443973179,0.053,0.24970667154854667,0.6401134241628295,True,True,True
0.0918955083935803,0.2513341304897384,11413.74368737772,0.053,0.29858807336434867,0.6394097712804673,True,True,True
0.0928774115610712,0.3177376072045582,10565.40367297948,0.053,0.20390687526637702,0.6348940268209677,True,True,True
0.0935259272378703,0.2854174608696106,10989.760861471214,0.053,0.2545390656181904,0.6445471847501358,True,True,True
0.0936314664309174,0.3443467739063373,10459.31536787446,0.053,0.19762881401465887,0.6121513701639656,False,True,True
0.0914294183074906,0.3169952131026432,11109.059434645982,0.053,0.25939919296927266,0.6342354197833174,True,True,True
0.0929602209886776,0.2886639830659071,10449.0387778099,0.053,0.19379211628808674,0.6443732618751035,False,True,True
0.0913973195893411,0.2620178053985009,11063.98116721298,0.053,0.25337460490176317,0.6394221905974629,True,True,True
0.0919570394064198,0.2800312638803559,11082.37595935532,0.053,0.2588620241283548,0.6417836318557218,True,True,True
0.0930727047796301,0.2587163208620294,11187.378755599622,0.053,0.2753477636995552,0.6408702886636103,True,True,True
0.0925429240541984,0.2641623141122142,10599.064040416562,0.053,0.20563884723032186,0.6405468086972985,True,True,True
0.0927024167675739,0.2560887801837229,11142.436109450004,0.053,0.2686511571245205,0.6403062644854046,True,True,True
0.093564485898179,0.2727246221332216,10837.717025086742,0.053,0.23726832290093752,0.6427109668474902,True,True,True
0.0928231448740386,0.2796595390130205,11016.759052577696,0.053,0.2550358205878814,0.6426219101839601,True,True,True
