Commands,delta_X,delta_Y,delta_Z,delta_xy,delta_S,F_val,S,D_W,Toolchange,TurnOp,Material,Workpiece,Filename,ENERGY|x,ENERGY|y,ENERGY|z,ENERGY|S,ENERGY|T,time_s
G2,3.0909929999999974,2.370974000000004,0.0,3.895607197180563,0.0,559.2251655470441,4999.9999990000015,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.8107304279999998,1.7588710159999996,0.0,531.233414752,0.0,0.528
G1,4.929973000000004,0.0,0.0,4.929973000000004,0.0,571.6709182795825,4999.999999000001,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,3.121059738,0.0,0.0,610.49041903,0.0,0.608
G2,3.0909730000000053,2.371000000000002,0.0,3.8956071525153875,0.0,567.5868063662881,4999.999999000001,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.8339449280000004,1.5926431040000002,0.0,514.697201192,0.0,0.52
G1,3.3309930000000065,12.428973000000006,0.0,12.867590458231806,0.0,616.3092923416091,4999.999999000227,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.790095272,9.302023623999998,0.0,1548.1803384460002,0.0,1.472
G2,0.31299300000000585,2.380974000000002,0.0,2.4014582667048394,1.6666611675949147e-07,517.7086597175231,4999.999999159553,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.059325923999999995,1.7813341739999997,0.0,359.385699332,0.0,0.328
G1,0.0,19.236973000000003,0.0,19.236973000000003,0.0,625.5885459920761,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,14.356250399999999,0.0,2261.5135182720005,0.0,2.168
G2,0.3130000000000024,2.380972999999999,0.0,2.4014581875870746,0.0,517.6744383543142,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,1.7745951939999998,0.0,335.598527262,0.0,0.328
G1,3.3309930000000065,12.428973,0.0,12.867590458231797,0.0,616.3077561096837,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.139286952,9.414339737999999,0.0,1526.06491511,0.0,1.472
G2,3.0909929999999974,2.371974,0.0,3.8962159055582357,0.0,559.3112169284977,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.3412817599999998,1.637569584,0.0,570.751138372,0.0,0.528
G1,4.929973000000004,0.0,0.0,4.929973000000004,0.0,571.6286701956361,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,2.3033935299999997,0.0,0.0,645.09360412,0.0,0.608
G2,3.090972999999991,2.372,0.0,3.896215867573169,0.0,567.9941873708722,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.32580546,1.7723489380000002,0.0,549.5622264460001,0.0,0.52
G1,3.3309929999999923,12.428973000000001,0.0,12.867590458231797,0.0,616.3136114233075,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.312105948,9.746795632,0.0,1540.9495215619997,0.0,1.472
G2,0.31299300000000585,2.3809739999999984,0.0,2.4014582667048363,0.0,517.6071249309838,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.007738164,1.8824187339999998,0.0,356.66658988800003,0.0,0.328
G1,0.0,9.617973,0.0,9.617973,0.0,605.479285642794,4999.9999991666655,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,7.709380824,0.0,1185.994963524,0.0,1.12
G3,3.0,3.8729729999999982,0.0,4.898971306175306,0.0,580.7676088569333,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.2510031799999999,2.9516685559999996,0.0,666.7054886359999,0.0,0.64
G1,0.0,0.0,2.9999599999999873,0.0,0.0,640.1921594085508,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,11.831084405999999,395.3182267720001,0.0,0.392
G0,0.0,0.0,3.199960000000033,0.0,0.0,1454.385330567279,4999.999999166668,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,13.450637276000002,182.32132209200006,0.0,0.184
G0,0.0,0.0,0.0,0.0,0.0,2.5554958182579535,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,8.378885330000001,0.0,0.008
G0,12.035995,60.697973,0.0,61.87979558748359,0.0,8522.48794270319,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,10.665770252,127.93932885,0.0,512.1392241400001,0.0,0.512
G0,0.0,0.0,3.199960000000033,0.0,0.0,1456.8460608004589,4999.999999166668,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,-7.747139636,186.93373733999996,0.0,0.184
G1,0.0,0.0,2.999960000000044,0.0,0.0,653.3472739068671,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,-7.613568176,388.87293037800004,0.0,0.384
G1,1.135982999999996,1.7489729999999994,0.0,2.085512870019744,0.0,513.5102401419455,4999.9999991666655,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.371431872,1.2893894639999999,0.0,287.48036129,0.0,0.28800000000000003
G3,1.9999729999999971,2.0,0.0,2.8284080329275314,0.0,542.4622383909151,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.8047690820000001,1.410690936,0.0,401.50168302400004,0.0,0.40800000000000003
G3,0.0,2.6999999999333113e-05,0.0,2.6999999999333113e-05,0.0,627.8624360257601,4999.9999991666655,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,6.347873966,9.513178351999999,0.0,2434.710717606,0.0,2.328
G3,2.0,1.9999730000000042,0.0,2.8284080329275367,0.0,542.6999132470073,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.124613196,1.4309078279999998,0.0,446.69932408399995,0.0,0.40800000000000003
G1,1.1359819999999985,1.7479730000000018,0.0,2.0846737665766804,0.0,513.7078404103355,4999.9999991666655,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.588100464,1.3006210880000002,0.0,308.347008406,0.0,0.28800000000000003
G1,0.0,0.0,2.9999599999999873,0.0,0.0,653.4200571687071,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,11.750941552,397.956769992,0.0,0.384
G0,0.0,0.0,3.199960000000033,0.0,0.0,1454.5935922815422,4999.999999166668,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,13.390530162,190.21681018600006,0.0,0.184
G0,12.035972999999998,3.620992000000001,0.0,12.568859499604288,0.0,2841.319412710792,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,10.905653344000003,3.236951516,0.0,327.642614514,0.0,0.312
G0,0.0,0.0,3.199960000000033,0.0,0.0,1456.8883175466822,4999.999999166668,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,-7.76383606,193.88257253,0.0,0.184
G1,0.0,0.0,2.999960000000044,0.0,0.0,653.321143549324,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,-7.626925311999999,403.21371488200003,0.0,0.384
G3,2.9999739999999946,3.8729929999999975,0.0,4.89897119594767,0.0,581.4447861405079,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.5734267060000002,2.8775398720000003,0.0,662.898735394,0.0,0.64
G1,0.0,9.617973,0.0,9.617973,0.0,605.4618134977175,4999.9999991666655,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,7.572355069999999,0.0,1176.0248956,0.0,1.12
G2,0.3130000000000024,2.3809729999999973,0.0,2.401458187587073,0.0,517.6354682543707,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.033532044,1.8756797599999997,0.0,342.164672984,0.0,0.328
G1,3.3309930000000065,12.428973000000003,0.0,12.8675904582318,0.0,616.3122259463872,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.7668807800000002,9.585060331999998,0.0,1575.995820774,0.0,1.472
G2,3.0909929999999974,2.371974,0.0,3.8962159055582357,0.0,559.3251977202319,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.790095312,1.7498857239999999,0.0,564.7489560980001,0.0,0.528
G1,4.929973000000004,0.0,0.0,4.929973000000004,0.0,571.6351828461087,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,3.077210134,0.0,0.0,642.173079158,0.0,0.608
G2,3.0909730000000053,2.372,0.0,3.8962158675731806,0.0,568.0046067874563,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.831365548,1.6712644180000003,0.0,563.621029234,0.0,0.52
G1,3.3309930000000065,12.428973000000001,0.0,12.867590458231799,0.0,616.3150784122926,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.79267466,9.468251497999997,0.0,1591.50481527,0.0,1.472
G2,0.31299300000000585,2.380974000000002,0.0,2.4014582667048394,0.0,517.6706468492623,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.054167148,1.7925657879999999,0.0,341.8826912680001,0.0,0.328
G1,0.0,19.236973000000003,0.0,19.236973000000003,0.0,625.5796770917851,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,14.324801871999997,0.0,2160.221656928,0.0,2.168
G2,0.3130000000000024,2.3809730000000044,0.0,2.40145818758708,0.0,517.6363487389322,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,1.7678562359999996,0.0,337.04871897000004,0.0,0.328
G1,3.3309930000000065,12.428973,0.0,12.867590458231797,0.0,616.2954391623147,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.11607246,9.286299364,0.0,1566.4890085040001,0.0,1.472
G2,3.0909929999999974,2.370974000000004,0.0,3.895607197180563,0.0,559.2380465439206,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.356758088,1.6038747400000002,0.0,561.123476858,0.0,0.528
G1,4.929973000000004,0.0,0.0,4.929973000000004,0.0,571.6641119025154,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,2.311131698,0.0,0.0,619.251993836,0.0,0.608
G2,3.090972999999991,2.371000000000002,0.0,3.895607152515376,0.0,567.5803599122426,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.32580546,1.657786472,0.0,538.786496536,0.0,0.52
G1,3.3309929999999923,12.428973,0.0,12.867590458231794,0.0,616.3085337117919,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.29662962,9.472744137999998,0.0,1499.820473794,0.0,1.472
G2,0.31299300000000585,2.380973999999995,0.0,2.4014582667048328,0.0,517.7443478431229,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.007738164,1.794812114,0.0,340.029668546,0.0,0.328
G1,0.0,9.618973,0.0,9.618973,0.0,605.5238668456666,4999.9999991666655,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,7.435329299999999,0.0,1157.6356592719999,0.0,1.12
G3,3.0,3.8729730000000018,0.0,4.8989713061753095,0.0,580.78522781316,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1.26390012,2.895510464,0.0,690.512802232,0.0,0.64
G1,0.0,0.0,2.9999599999999873,0.0,0.0,653.4331241917602,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,11.76763798,410.76679662,0.0,0.384
G0,0.0,0.0,3.199960000000033,0.0,0.0,1520.4359528601544,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,13.417244438,187.25600216400002,0.0,0.176
G0,0.0,0.0,0.0,0.0,0.0,5.220521532044232,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,9.083839624000001,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,1.4682263309397887,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,25.438779256000004,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.12137869322070596,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,51.058832472,0.0,0.048
G0,0.0,0.0,0.0,0.0,0.0,0.09457414906524629,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,7.9156296479999995,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.07482935772729642,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,8.681008600000002,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.07581430276655557,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,9.02341497,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.08898090627030501,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,7.794780342,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.08470262481135125,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,8.741433251999998,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.0829759015176378,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,8.962990315999999,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.049911162444471385,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,7.794780342,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.06049293392228096,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,8.74143325,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.05358763695886645,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,9.083839624000001,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.028406219657931532,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,7.835063446,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.043591742787836334,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,8.701150148,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.06247369488106708,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,25.680477874,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.04773089520952348,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,9.02341497,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.051821791962029316,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,7.694072586000001,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.05011019221746897,4999.999999166667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,25.821468732000003,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.05436656592620578,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,8.681008596,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.05647238623317999,4999.999999166666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,16.918903066,0.0,0.016
G0,0.0,0.0,0.0,0.0,0.0,0.05074402075235386,4999.9999991666655,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,60.30380450599999,0.0,0.056
G0,0.0,0.0,0.0,0.0,-716.0226563333332,0.04923551680114767,4672.714133904761,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,-906.5913642520001,0.0,0.056
G0,0.0,0.0,0.0,0.0,-329.9999998333333,0.05584154733654356,4087.6318993888895,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,-450.284520214,0.0,0.024
G0,0.0,0.0,303.352,0.0,-3892.6318995,32355.562831504474,649.3385639090135,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,1879.479454384,-4583.935087573999,0.0,0.784
G0,0.0,0.0,0.0,0.0,0.0,4.66256792841176,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,1.2703825036346503,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.09171655456955792,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.10471918487874461,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.09580525842835512,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.08690591900944615,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.03635870252314799,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.05135193600358368,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.05250851756583199,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.030052523358531973,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.028504486185101006,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.03538403965639389,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.056
G0,0.0,0.0,0.0,0.0,0.0,0.02648361339924953,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.04003243287329133,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.027775650331345908,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.035744882460108506,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.024538478223936275,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.028511911759685715,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.01998585499797294,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.021041105881540324,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.026369033317690485,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.02395314188985495,0.0,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,4.066666666666667e-05,2.1457501391364837,3.388888888888889e-06,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,451.875967,54.742973,6.212966999999935,455.1798354991836,0.005249,31642.173481197162,23.31255705801281,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,1096.031058286,111.99942052600001,-14.759636736000001,1.4501916899999996,0.0,1.04
G0,0.0,0.0,0.0,0.0,0.0,6.601030744453439,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,2.745744813228389,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,1.13112982970915,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.6221612991345079,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.10062597097646865,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.09121975468411828,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.0654501870853701,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.06184317654075934,0.005289666666666667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.008
G0,0.0,0.0,0.0,0.0,0.0,0.18672572288211647,0.009957324759945133,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,1.944
G0,0.0,0.0,0.0,0.0,0.0,0.07278310099317685,0.005289666666666667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.032
G0,0.0,0.0,0.0,0.0,0.0,0.07439142141285861,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.0762300704937323,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
G0,0.0,0.0,0.0,0.0,0.0,0.06866027705254585,0.005289666666666667,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.048
G0,0.0,0.0,0.0,0.0,0.0,0.04128895319776306,0.005289666666666666,16.0,0,0,Aluminum,WG_Rückseite_Alu,JOB2021-03-15T16_57_59.521.1.json,0.0,0.0,0.0,0.0,0.0,0.024
