number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_border_count,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,state
119,9.304829163692286,2026-06-27 21:33:48.829793,2026-06-27 21:33:49.394409,0 days 00:00:00.564616,0.18377009834983893,162,6,450,3.8843824853656743,0.09277713617088874,COMPLETE
120,9.325748721134415,2026-06-27 21:33:49.394409,2026-06-27 21:33:49.720232,0 days 00:00:00.325823,0.3819823543795158,131,5,400,5.475116047785921,0.20870358693190488,COMPLETE
121,10.114121532705987,2026-06-27 21:33:49.720232,2026-06-27 21:33:50.137628,0 days 00:00:00.417396,0.21442109071569335,143,8,200,7.709347770673356,0.1331077540917929,COMPLETE
122,9.913687185914497,2026-06-27 21:33:50.148443,2026-06-27 21:33:50.517484,0 days 00:00:00.369041,0.26567989470758746,149,7,200,8.19189079932502,0.1058228262066602,COMPLETE
123,9.81839426315325,2026-06-27 21:33:50.524063,2026-06-27 21:33:50.947214,0 days 00:00:00.423151,0.0980247641194717,158,7,250,4.913403748560694,0.060997074852943825,COMPLETE
124,9.741167687916981,2026-06-27 21:33:50.951530,2026-06-27 21:33:51.337490,0 days 00:00:00.385960,0.23655380871861437,147,6,300,2.999592581599504,0.1334661123468166,COMPLETE
125,10.633449752046495,2026-06-27 21:33:51.353700,2026-06-27 21:33:51.522846,0 days 00:00:00.169146,0.19393680660092366,138,5,100,6.827386747114278,0.08355394948561788,COMPLETE
126,10.183709951223168,2026-06-27 21:33:51.540781,2026-06-27 21:33:51.774409,0 days 00:00:00.233628,0.3051355850746556,127,5,150,8.913899372474301,0.11587885720401775,COMPLETE
127,9.752885185814096,2026-06-27 21:33:51.778579,2026-06-27 21:33:52.214381,0 days 00:00:00.435802,0.33483176257640307,156,6,350,4.038851119067339,0.04808170123786128,COMPLETE
128,9.459567712527264,2026-06-27 21:33:52.229079,2026-06-27 21:33:53.007048,0 days 00:00:00.777969,0.168929455113923,165,7,500,5.793440574439978,0.0960326956818229,COMPLETE
129,10.465037183047437,2026-06-27 21:33:53.013024,2026-06-27 21:33:53.308134,0 days 00:00:00.295110,0.2798242090304524,177,5,600,0.3732874552365455,0.1552784035523161,COMPLETE
130,10.148699839555825,2026-06-27 21:33:53.324055,2026-06-27 21:33:53.560721,0 days 00:00:00.236666,0.12831035939058882,144,4,450,0.002558185148092745,0.14223904763941486,COMPLETE
131,10.743060314868453,2026-06-27 21:33:53.576450,2026-06-27 21:33:53.885299,0 days 00:00:00.308849,0.2513040592771726,224,4,300,8.489893452708172,0.03752947508285244,COMPLETE
132,9.047263437768923,2026-06-27 21:33:53.885299,2026-06-27 21:33:54.323603,0 days 00:00:00.438304,0.22228231797348388,203,4,550,4.943325234681696,0.07567304794985137,COMPLETE
133,9.83032247308288,2026-06-27 21:33:54.323603,2026-06-27 21:33:54.567630,0 days 00:00:00.244027,0.2633286187999193,209,4,250,6.8470607654004265,0.08740149043681597,COMPLETE
134,10.691814772294492,2026-06-27 21:33:54.567630,2026-06-27 21:33:54.754627,0 days 00:00:00.186997,0.19226071344529594,221,5,350,0.0014496760557258048,0.12261282285587406,COMPLETE
135,9.074779589132993,2026-06-27 21:33:54.770262,2026-06-27 21:33:55.264405,0 days 00:00:00.494143,0.9530976126217863,212,4,600,9.835024827888049,0.1041825388670369,COMPLETE
136,10.217294292275506,2026-06-27 21:33:55.264405,2026-06-27 21:33:55.614745,0 days 00:00:00.350340,0.2339205182390867,216,5,400,0.004429581098637963,0.06846054075911204,COMPLETE
137,9.689559717748399,2026-06-27 21:33:55.614745,2026-06-27 21:33:56.045302,0 days 00:00:00.430557,0.20762988827581913,133,4,500,4.422249049090541,0.027986943347049587,COMPLETE
138,11.083389181705448,2026-06-27 21:33:56.045302,2026-06-27 21:33:56.335006,0 days 00:00:00.289704,0.1556667872070063,154,5,200,6.1392358734091514,0.03201340135261461,COMPLETE
139,10.302568343040225,2026-06-27 21:33:56.335006,2026-06-27 21:33:56.530897,0 days 00:00:00.195891,0.2844856246655574,181,4,250,0.00516407170795889,0.16749176043330857,COMPLETE
